101883	XM_020757012.1	90.000	90	9	0	1	90	615	526	5.83e-24	123
101899	XR_002297592.1	97.436	39	1	0	51	89	1526	1564	3.93e-07	67.1
102404	XM_022949085.1	82.432	74	8	4	111	182	1641	1711	4.79e-06	62.6
20278	XM_020775789.1	86.301	73	9	1	8	79	971	1043	1.47e-12	84.2
20767	XM_022943636.1	77.778	90	14	2	8	91	1272	1361	3.23e-08	69.8
20992	LR584404.1	81.250	64	10	1	107	170	39140761	39140700	5.83e-05	59.9
27616	XR_003826983.1	79.012	81	15	2	98	177	1339	1260	4.79e-06	63.5
31468	XM_029358675.1	91.803	61	5	0	96	156	5084	5024	1.20e-13	88.7
34154	XM_020519729.1	86.441	59	7	1	1	59	91	34	1.13e-07	68.0
36065	XM_020762555.1	78.378	74	16	0	2	75	822	895	4.79e-06	62.6
36288	XM_022954380.1	80.000	75	10	1	97	171	2183	2252	1.13e-07	68.9
44493	XR_001567721.1	95.455	44	2	0	98	141	612	569	9.25e-09	71.6
48217	XM_015911168.1	83.051	59	10	0	98	156	755	697	4.79e-06	62.6
50692	XM_029323598.1	85.227	88	13	0	96	183	4417	4504	1.91e-17	101
51089	XM_022923881.1	85.455	55	8	0	130	184	1628	1574	1.37e-06	64.4
51711	XM_015903081.1	80.682	88	17	0	1	88	562	649	5.11e-12	83.3
51913	XR_002297581.1	81.333	75	8	2	17	91	758	690	3.23e-08	69.8
53941	XM_029329301.1	80.952	84	15	1	97	179	1048	1131	2.17e-10	77.0
65377	XM_020759698.1	88.506	87	9	1	102	187	362	276	3.68e-20	109
66685	XM_020757069.1	91.803	61	5	0	31	91	3810	3750	1.20e-13	88.7
69826	XR_002297590.1	87.952	83	10	0	9	91	1	83	4.48e-19	105
71190	XM_020763385.1	81.690	71	12	1	15	84	211	141	3.93e-07	67.1
76792	XR_003446911.1	87.500	48	6	0	114	161	1325	1278	1.67e-05	60.8
81252	XM_015922928.1	75.862	87	16	2	10	91	3537	3623	5.83e-05	59.0
81290	XM_027203845.1	80.488	82	11	2	96	172	2430	2511	9.25e-09	72.5
81294	XM_020748356.1	86.154	65	9	0	119	183	1020	1084	2.17e-10	77.9
81310	XM_020754404.1	80.000	85	14	1	101	182	2147	2063	7.59e-10	76.1
82147	XM_028552336.1	82.456	57	5	1	33	89	1896	1845	5.83e-05	59.0
82175	XM_020748568.1	87.059	85	11	0	100	184	1771	1687	1.56e-18	104
97262	XM_029353703.1	90.000	80	8	0	96	175	1763	1684	3.68e-20	109
98485	XM_029357675.1	91.765	85	7	0	97	181	1354	1270	1.67e-24	124
