10296	LR597478.1	86.842	38	5	0	140	177	22600874	22600911	0.37	47.3
10296	CP020642.1	82.222	45	8	0	118	162	8072035	8071991	0.37	46.4
10296	CP020800.1	82.222	45	8	0	118	162	7599695	7599651	0.37	46.4
10296	CP020686.1	82.222	45	8	0	118	162	8024123	8024079	0.37	46.4
10296	HF933228.1	82.222	45	8	0	118	162	7575574	7575530	0.37	46.4
10296	LN483475.1	86.486	37	5	0	131	167	328733	328697	1.3	45.5
10296	LN483381.1	86.486	37	5	0	131	167	538893	538929	1.3	45.5
10296	LN594521.1	81.818	55	6	3	111	163	51629	51681	1.3	45.5
10296	LN590968.1	82.000	50	6	2	126	174	971489	971536	1.3	44.6
10296	LS466963.1	86.486	37	2	1	126	162	103	70	4.5	43.7
10296	LT949198.1	86.486	37	2	1	126	162	103	70	4.5	43.7
10296	LN590976.1	86.842	38	4	1	139	176	1326455	1326491	4.5	43.7
10296	CP002686.1	86.486	37	2	1	126	162	14854451	14854418	4.5	43.7
10296	AM473331.1	93.333	30	0	1	21	50	14335	14362	4.5	43.7
10296	AL138663.1	86.486	37	2	1	126	162	87255	87222	4.5	43.7
10296	LR132010.2	84.211	38	6	0	126	163	960484	960447	4.5	42.8
10296	CP034493.1	79.592	49	7	1	119	167	55681510	55681465	4.5	42.8
10296	CP023763.1	92.857	28	2	0	139	166	2361796	2361769	4.5	42.8
10296	XM_022321988.1	92.857	28	2	0	142	169	64	91	4.5	42.8
10296	NG_052855.1	79.592	49	7	1	119	167	71615	71660	4.5	42.8
10296	LN590686.1	88.571	35	3	1	139	173	3249883	3249850	4.5	42.8
10296	HG975519.1	92.857	28	2	0	139	166	2361799	2361772	4.5	42.8
10296	HG975446.1	92.857	28	2	0	139	166	2712137	2712110	4.5	42.8
10296	EU482778.1	92.857	28	2	0	136	163	10275	10248	4.5	42.8
10296	AC212611.1	92.857	28	2	0	139	166	15746	15773	4.5	42.8
10296	AC183285.3	88.571	35	3	1	134	167	82240	82206	4.5	42.8
10296	AM486520.1	100.000	23	0	0	21	43	11480	11502	4.5	42.8
10296	AC105137.18	79.592	49	7	1	119	167	85833	85788	4.5	42.8
10296	CR522881.13	84.211	38	6	0	134	171	78669	78632	4.5	42.8
20209	CP027274.1	91.892	37	3	0	129	165	8014601	8014637	0.002	54.5
20209	CP027274.1	100.000	23	0	0	140	162	6075693	6075671	4.5	42.8
20209	CP027274.1	100.000	23	0	0	140	162	6075964	6075942	4.5	42.8
20209	LN591146.1	91.892	37	3	0	139	175	69121	69157	0.002	54.5
20209	CP016228.1	94.118	34	2	0	145	178	2157340	2157307	0.002	53.6
20209	LR597472.1	89.474	38	4	0	140	177	21340020	21340057	0.009	51.8
20209	LR597472.1	86.111	36	5	0	140	175	7452194	7452229	4.5	43.7
20209	LR597472.1	85.000	40	4	1	128	165	14576625	14576586	4.5	43.7
20209	LR597472.1	84.211	38	6	0	139	176	13287716	13287679	4.5	42.8
20209	LR597472.1	92.857	28	2	0	140	167	52206008	52205981	4.5	42.8
20209	LR535825.1	89.474	38	4	0	132	169	5966536	5966573	0.009	51.8
20209	LR535825.1	92.857	28	2	0	140	167	3333856	3333829	4.5	42.8
20209	XM_022057033.1	100.000	28	0	0	140	167	2350	2323	0.009	51.8
20209	LR597571.1	91.892	37	2	1	140	175	6198039	6198075	0.030	50.9
20209	LR597571.1	96.154	26	1	0	140	165	5986814	5986839	4.5	43.7
20209	LR597571.1	100.000	23	0	0	142	164	5147865	5147887	4.5	42.8
20209	LR597571.1	92.857	28	2	0	138	165	6836054	6836027	4.5	42.8
20209	LR597571.1	92.857	28	2	0	139	166	27456653	27456626	4.5	42.8
20209	LR597571.1	100.000	23	0	0	143	165	28839567	28839545	4.5	42.8
20209	CP026477.1	91.429	35	3	0	131	165	32371559	32371593	0.030	50.9
20209	CP026477.1	100.000	26	0	0	138	163	38344911	38344936	0.11	48.2
20209	CP026477.1	86.486	37	5	0	139	175	1470527	1470491	1.3	45.5
20209	CP026477.1	96.296	27	1	0	139	165	5539797	5539771	1.3	45.5
20209	CP026477.1	88.235	34	4	0	130	163	11540862	11540829	1.3	44.6
20209	CP026477.1	92.857	28	2	0	139	166	2347948	2347975	4.5	42.8
20209	AP014965.1	96.667	30	1	0	136	165	10909191	10909162	0.030	50.9
20209	AC213016.1	91.429	35	3	0	134	168	55341	55375	0.030	50.9
20209	AC091553.15	88.095	42	4	1	136	176	37817	37858	0.030	50.9
20209	AP005313.3	96.667	30	1	0	136	165	80063	80034	0.030	50.9
20209	AL732574.3	91.429	35	3	0	139	173	108686	108652	0.030	50.9
20209	LR537139.1	93.750	32	2	0	134	165	5076588	5076557	0.030	50.0
20209	LR597570.1	89.189	37	4	0	139	175	16657059	16657095	0.030	50.0
20209	LR597570.1	86.486	37	3	1	128	164	3448073	3448107	4.5	42.8
20209	LR597464.1	89.189	37	4	0	138	174	52455159	52455123	0.030	50.0
20209	LR597464.1	96.296	27	1	0	139	165	9950694	9950668	1.3	45.5
20209	LR597464.1	96.154	26	1	0	140	165	9950721	9950696	4.5	43.7
20209	LR597464.1	90.323	31	3	0	140	170	42213352	42213382	4.5	43.7
20209	LR597464.1	84.211	38	6	0	130	167	7153005	7152968	4.5	42.8
20209	LR597464.1	85.000	40	5	1	139	177	11791708	11791669	4.5	42.8
20209	CP032559.1	91.667	36	1	1	142	175	47758715	47758750	0.030	50.0
20209	CP026486.1	85.714	42	6	0	124	165	26339285	26339326	0.030	50.0
20209	CP026486.1	92.857	28	2	0	138	165	34508811	34508784	4.5	42.8
20209	LR132001.1	100.000	27	0	0	139	165	8651972	8651946	0.030	50.0
20209	LR132001.1	86.111	36	5	0	141	176	1361701	1361736	4.5	43.7
20209	LR132001.1	100.000	23	0	0	140	162	4025617	4025639	4.5	42.8
20209	LR132001.1	92.857	28	2	0	136	163	13530864	13530891	4.5	42.8
20209	LR131928.1	93.750	32	2	0	130	161	6852605	6852636	0.030	50.0
20209	LT969448.1	100.000	27	0	0	139	165	1659132	1659106	0.030	50.0
20209	LT969448.1	96.154	26	1	0	140	165	317850	317825	4.5	43.7
20209	LT969448.1	86.842	38	4	1	140	176	1578481	1578518	4.5	43.7
20209	LN591301.1	85.714	42	6	0	139	180	76449	76408	0.030	50.0
20209	BX005364.9	93.750	32	2	0	138	169	132310	132279	0.030	50.0
20209	LR634023.1	87.805	41	4	1	139	179	15664803	15664764	0.11	49.1
20209	LR634023.1	82.927	41	7	0	125	165	23772313	23772353	4.5	43.7
20209	XM_028848128.1	87.179	39	5	0	140	178	4325	4287	0.11	49.1
20209	XM_011710788.2	87.179	39	5	0	140	178	4720	4682	0.11	49.1
20209	LN483359.1	89.474	38	2	1	139	176	1226749	1226714	0.11	49.1
20209	XM_021939134.1	87.179	39	5	0	140	178	5354	5316	0.11	49.1
20209	XM_015450427.1	87.179	39	5	0	140	178	5070	5032	0.11	49.1
20209	CP013252.1	84.091	44	2	1	134	177	2409683	2409721	0.11	49.1
20209	XM_005397008.2	87.179	39	5	0	130	168	472	434	0.11	49.1
20209	XM_013520733.1	87.179	39	5	0	130	168	473	435	0.11	49.1
20209	XM_005397007.2	87.179	39	5	0	130	168	473	435	0.11	49.1
